POSTCODE,POSTCODE2,POSTCODE_PCDS,LAT,LONG,LEP1,LEP2,COUNTY_CODE,COUNTY_DIST_CODE,WARD_CODE
DL94DU,DL9  4DU,DL9 4DU,54.377415,-1.706742,E37000039,,E10000023,E07000166,E05006278
DL94DW,DL9  4DW,DL9 4DW,54.376422,-1.708642,E37000039,,E10000023,E07000166,E05006278
DL94DX,DL9  4DX,DL9 4DX,54.377448,-1.705741,E37000039,,E10000023,E07000166,E05006278
DL94DY,DL9  4DY,DL9 4DY,54.377473,-1.704586,E37000039,,E10000023,E07000166,E05006278
DL94DZ,DL9  4DZ,DL9 4DZ,54.376252,-1.705441,E37000039,,E10000023,E07000166,E05006278
DL94EA,DL9  4EA,DL9 4EA,54.376810,-1.705622,E37000039,,E10000023,E07000166,E05006278
DL94EB,DL9  4EB,DL9 4EB,54.377167,-1.704665,E37000039,,E10000023,E07000166,E05006278
DL94ED,DL9  4ED,DL9 4ED,54.371058,-1.709265,E37000039,,E10000023,E07000166,E05006295
DL94EE,DL9  4EE,DL9 4EE,54.372296,-1.708440,E37000039,,E10000023,E07000166,E05006295
DL94EF,DL9  4EF,DL9 4EF,54.371825,-1.710476,E37000039,,E10000023,E07000166,E05006295
DL94EG,DL9  4EG,DL9 4EG,54.370905,-1.709020,E37000039,,E10000023,E07000166,E05006295
DL94EH,DL9  4EH,DL9 4EH,54.370215,-1.709794,E37000039,,E10000023,E07000166,E05006295
DL94EJ,DL9  4EJ,DL9 4EJ,54.369969,-1.712136,E37000039,,E10000023,E07000166,E05006295
DL94EL,DL9  4EL,DL9 4EL,54.369162,-1.709355,E37000039,,E10000023,E07000166,E05006295
DL94EN,DL9  4EN,DL9 4EN,54.368831,-1.710019,E37000039,,E10000023,E07000166,E05006295
DL94EP,DL9  4EP,DL9 4EP,54.369603,-1.709752,E37000039,,E10000023,E07000166,E05006295
DL94EQ,DL9  4EQ,DL9 4EQ,54.370504,-1.710393,E37000039,,E10000023,E07000166,E05006295
DL94ER,DL9  4ER,DL9 4ER,54.370516,-1.711608,E37000039,,E10000023,E07000166,E05006295
DL94ES,DL9  4ES,DL9 4ES,54.370830,-1.711606,E37000039,,E10000023,E07000166,E05006295
DL94EU,DL9  4EU,DL9 4EU,54.371766,-1.715971,E37000039,,E10000023,E07000166,E05006295
DL94EW,DL9  4EW,DL9 4EW,54.369526,-1.711184,E37000039,,E10000023,E07000166,E05006295
DL94EX,DL9  4EX,DL9 4EX,54.371784,-1.719819,E37000039,,E10000023,E07000166,E05006295
DL94EY,DL9  4EY,DL9 4EY,54.370882,-1.718286,E37000039,,E10000023,E07000166,E05006295
DL94EZ,DL9  4EZ,DL9 4EZ,54.378174,-1.704627,E37000039,,E10000023,E07000166,E05006278
DL94GA,DL9  4GA,DL9 4GA,54.379189,-1.683282,E37000039,,E10000023,E07000166,E05006278
DL94GB,DL9  4GB,DL9 4GB,54.375499,-1.698827,E37000039,,E10000023,E07000166,E05006278
DL94GD,DL9  4GD,DL9 4GD,54.374488,-1.700011,E37000039,,E10000023,E07000166,E05006278
DL94GE,DL9  4GE,DL9 4GE,54.375434,-1.701414,E37000039,,E10000023,E07000166,E05006278
DL94GF,DL9  4GF,DL9 4GF,54.374732,-1.701096,E37000039,,E10000023,E07000166,E05006278
DL94GG,DL9  4GG,DL9 4GG,54.375422,-1.696750,E37000039,,E10000023,E07000166,E05006278
DL94GH,DL9  4GH,DL9 4GH,54.374708,-1.698725,E37000039,,E10000023,E07000166,E05006278
DL94GJ,DL9  4GJ,DL9 4GJ,54.375037,-1.697476,E37000039,,E10000023,E07000166,E05006278
DL94GL,DL9  4GL,DL9 4GL,54.374631,-1.696524,E37000039,,E10000023,E07000166,E05006278
DL94GN,DL9  4GN,DL9 4GN,54.374435,-1.700805,E37000039,,E10000023,E07000166,E05006278
DL94HA,DL9  4HA,DL9 4HA,54.377723,-1.704276,E37000039,,E10000023,E07000166,E05006278
DL94HB,DL9  4HB,DL9 4HB,54.378256,-1.705057,E37000039,,E10000023,E07000166,E05006278
DL94HD,DL9  4HD,DL9 4HD,54.378109,-1.703781,E37000039,,E10000023,E07000166,E05006278
DL94HE,DL9  4HE,DL9 4HE,54.372916,-1.715840,E37000039,,E10000023,E07000166,E05006295
DL94HF,DL9  4HF,DL9 4HF,54.368491,-1.703234,E37000039,,E10000023,E07000166,E05006278
DL94HG,DL9  4HG,DL9 4HG,54.362783,-1.713725,E37000039,,E10000023,E07000166,E05006295
DL94HH,DL9  4HH,DL9 4HH,54.367181,-1.715064,E37000039,,E10000023,E07000166,E05006295
DL94HJ,DL9  4HJ,DL9 4HJ,54.366377,-1.713700,E37000039,,E10000023,E07000166,E05006295
DL94HL,DL9  4HL,DL9 4HL,54.363674,-1.710641,E37000039,,E10000023,E07000166,E05006295
DL94HN,DL9  4HN,DL9 4HN,54.363674,-1.710641,E37000039,,E10000023,E07000166,E05006295
DL94HP,DL9  4HP,DL9 4HP,54.361620,-1.712225,E37000039,,E10000023,E07000166,E05006295
DL94HR,DL9  4HR,DL9 4HR,54.361060,-1.711136,E37000039,,E10000023,E07000166,E05006295
DL94HS,DL9  4HS,DL9 4HS,54.360977,-1.710182,E37000039,,E10000023,E07000166,E05006295
DL94HT,DL9  4HT,DL9 4HT,54.360743,-1.709984,E37000039,,E10000023,E07000166,E05006295
DL94HU,DL9  4HU,DL9 4HU,54.359988,-1.710220,E37000039,,E10000023,E07000166,E05006295
DL94HW,DL9  4HW,DL9 4HW,54.360134,-1.710912,E37000039,,E10000023,E07000166,E05006295
DL94HX,DL9  4HX,DL9 4HX,54.359393,-1.709224,E37000039,,E10000023,E07000166,E05006295
DL94HY,DL9  4HY,DL9 4HY,54.362843,-1.712832,E37000039,,E10000023,E07000166,E05006295
DL94HZ,DL9  4HZ,DL9 4HZ,54.363436,-1.712397,E37000039,,E10000023,E07000166,E05006295
DL94JA,DL9  4JA,DL9 4JA,54.363235,-1.711305,E37000039,,E10000023,E07000166,E05006295
DL94JB,DL9  4JB,DL9 4JB,54.363021,-1.711769,E37000039,,E10000023,E07000166,E05006295
DL94JD,DL9  4JD,DL9 4JD,54.362347,-1.711819,E37000039,,E10000023,E07000166,E05006295
DL94JE,DL9  4JE,DL9 4JE,54.371486,-1.703573,E37000039,,E10000023,E07000166,E05006278
DL94JF,DL9  4JF,DL9 4JF,54.371084,-1.701507,E37000039,,E10000023,E07000166,E05006278
DL94JG,DL9  4JG,DL9 4JG,54.370428,-1.705237,E37000039,,E10000023,E07000166,E05006278
DL94JH,DL9  4JH,DL9 4JH,54.368697,-1.702270,E37000039,,E10000023,E07000166,E05006278
DL94JJ,DL9  4JJ,DL9 4JJ,54.369277,-1.701335,E37000039,,E10000023,E07000166,E05006278
DL94JL,DL9  4JL,DL9 4JL,54.369294,-1.700003,E37000039,,E10000023,E07000166,E05006278
DL94JN,DL9  4JN,DL9 4JN,54.369363,-1.699472,E37000039,,E10000023,E07000166,E05006278
DL94JP,DL9  4JP,DL9 4JP,54.370638,-1.699140,E37000039,,E10000023,E07000166,E05006278
DL94JQ,DL9  4JQ,DL9 4JQ,54.369709,-1.704980,E37000039,,E10000023,E07000166,E05006278
DL94JR,DL9  4JR,DL9 4JR,54.368925,-1.696874,E37000039,,E10000023,E07000166,E05006278
DL94JS,DL9  4JS,DL9 4JS,54.368421,-1.696555,E37000039,,E10000023,E07000166,E05006278
DL94JT,DL9  4JT,DL9 4JT,54.367026,-1.695919,E37000039,,E10000023,E07000166,E05006278
DL94JU,DL9  4JU,DL9 4JU,54.368224,-1.696987,E37000039,,E10000023,E07000166,E05006278
DL94JW,DL9  4JW,DL9 4JW,54.369811,-1.699207,E37000039,,E10000023,E07000166,E05006278
DL94JX,DL9  4JX,DL9 4JX,54.368955,-1.698121,E37000039,,E10000023,E07000166,E05006278
DL94JY,DL9  4JY,DL9 4JY,54.368814,-1.699245,E37000039,,E10000023,E07000166,E05006278
DL94JZ,DL9  4JZ,DL9 4JZ,54.366749,-1.696598,E37000039,,E10000023,E07000166,E05006278
DL94LA,DL9  4LA,DL9 4LA,54.363427,-1.694099,E37000039,,E10000023,E07000166,E05006283
DL94LB,DL9  4LB,DL9 4LB,54.364822,-1.695058,E37000039,,E10000023,E07000166,E05006278
DL94LD,DL9  4LD,DL9 4LD,54.364822,-1.695058,E37000039,,E10000023,E07000166,E05006278
DL94LE,DL9  4LE,DL9 4LE,54.363659,-1.704485,E37000039,,E10000023,E07000166,E05006295
DL94LF,DL9  4LF,DL9 4LF,54.363659,-1.704485,E37000039,,E10000023,E07000166,E05006295
DL94LG,DL9  4LG,DL9 4LG,54.361263,-1.705718,E37000039,,E10000023,E07000166,E05006295
DL94LH,DL9  4LH,DL9 4LH,54.363663,-1.706024,E37000039,,E10000023,E07000166,E05006295
DL94LJ,DL9  4LJ,DL9 4LJ,54.360207,-1.707864,E37000039,,E10000023,E07000166,E05006295
DL94LL,DL9  4LL,DL9 4LL,54.360971,-1.707582,E37000039,,E10000023,E07000166,E05006295
DL94LN,DL9  4LN,DL9 4LN,54.381124,-1.691088,E37000039,,E10000023,E07000166,E05006278
DL94LP,DL9  4LP,DL9 4LP,54.382001,-1.689911,E37000039,,E10000023,E07000166,E05006278
DL94LQ,DL9  4LQ,DL9 4LQ,54.361556,-1.708316,E37000039,,E10000023,E07000166,E05006295
DL94LR,DL9  4LR,DL9 4LR,54.377725,-1.697487,E37000039,,E10000023,E07000166,E05006278
DL94LS,DL9  4LS,DL9 4LS,54.379871,-1.689881,E37000039,,E10000023,E07000166,E05006278
DL94LT,DL9  4LT,DL9 4LT,54.380086,-1.689356,E37000039,,E10000023,E07000166,E05006278
DL94LU,DL9  4LU,DL9 4LU,54.380553,-1.689399,E37000039,,E10000023,E07000166,E05006278
DL94LW,DL9  4LW,DL9 4LW,54.380780,-1.690413,E37000039,,E10000023,E07000166,E05006278
DL94LX,DL9  4LX,DL9 4LX,54.381542,-1.689591,E37000039,,E10000023,E07000166,E05006278
DL94LY,DL9  4LY,DL9 4LY,54.380629,-1.690938,E37000039,,E10000023,E07000166,E05006278
DL94LZ,DL9  4LZ,DL9 4LZ,54.381227,-1.692781,E37000039,,E10000023,E07000166,E05006278
DL94NA,DL9  4NA,DL9 4NA,54.379925,-1.693376,E37000039,,E10000023,E07000166,E05006278
DL94NB,DL9  4NB,DL9 4NB,54.380443,-1.692094,E37000039,,E10000023,E07000166,E05006278
DL94ND,DL9  4ND,DL9 4ND,54.380230,-1.693219,E37000039,,E10000023,E07000166,E05006278
DL94NE,DL9  4NE,DL9 4NE,54.380986,-1.693522,E37000039,,E10000023,E07000166,E05006278
DL94NF,DL9  4NF,DL9 4NF,54.381228,-1.693196,E37000039,,E10000023,E07000166,E05006278
DL94NG,DL9  4NG,DL9 4NG,54.381060,-1.694491,E37000039,,E10000023,E07000166,E05006278
DL94NH,DL9  4NH,DL9 4NH,54.382157,-1.694390,E37000039,,E10000023,E07000166,E05006278
DL94NJ,DL9  4NJ,DL9 4NJ,54.382252,-1.693127,E37000039,,E10000023,E07000166,E05006278
DL94NL,DL9  4NL,DL9 4NL,54.381880,-1.691575,E37000039,,E10000023,E07000166,E05006278
DL94NN,DL9  4NN,DL9 4NN,54.381797,-1.691021,E37000039,,E10000023,E07000166,E05006278
DL94NP,DL9  4NP,DL9 4NP,54.382546,-1.692186,E37000039,,E10000023,E07000166,E05006278
DL94NQ,DL9  4NQ,DL9 4NQ,54.381717,-1.694794,E37000039,,E10000023,E07000166,E05006278
DL94NR,DL9  4NR,DL9 4NR,54.382909,-1.693369,E37000039,,E10000023,E07000166,E05006278
DL94NS,DL9  4NS,DL9 4NS,54.383432,-1.694058,E37000039,,E10000023,E07000166,E05006278
DL94NT,DL9  4NT,DL9 4NT,54.383436,-1.692302,E37000039,,E10000023,E07000166,E05006278
DL94NU,DL9  4NU,DL9 4NU,54.383997,-1.693746,E37000039,,E10000023,E07000166,E05006278
DL94NW,DL9  4NW,DL9 4NW,54.382993,-1.690951,E37000039,,E10000023,E07000166,E05006278
DL94NX,DL9  4NX,DL9 4NX,54.383945,-1.694269,E37000039,,E10000023,E07000166,E05006278
DL94PB,DL9  4PB,DL9 4PB,54.383281,-1.694736,E37000039,,E10000023,E07000166,E05006278
DL94PD,DL9  4PD,DL9 4PD,54.386713,-1.697975,E37000039,,E10000023,E07000166,E05006278
DL94PE,DL9  4PE,DL9 4PE,54.388026,-1.698274,E37000039,,E10000023,E07000166,E05006278
DL94PF,DL9  4PF,DL9 4PF,54.384318,-1.692681,E37000039,,E10000023,E07000166,E05006278
DL94PG,DL9  4PG,DL9 4PG,54.384396,-1.691572,E37000039,,E10000023,E07000166,E05006278
DL94PJ,DL9  4PJ,DL9 4PJ,54.382737,-1.692939,E37000039,,E10000023,E07000166,E05006278
DL94PL,DL9  4PL,DL9 4PL,54.383450,-1.686990,E37000039,,E10000023,E07000166,E05006278
DL94PN,DL9  4PN,DL9 4PN,54.380019,-1.687863,E37000039,,E10000023,E07000166,E05006278
DL94PP,DL9  4PP,DL9 4PP,54.381598,-1.690499,E37000039,,E10000023,E07000166,E05006278
DL94PR,DL9  4PR,DL9 4PR,54.381598,-1.690499,E37000039,,E10000023,E07000166,E05006278
DL94PS,DL9  4PS,DL9 4PS,54.382497,-1.690493,E37000039,,E10000023,E07000166,E05006278
DL94PT,DL9  4PT,DL9 4PT,54.383392,-1.688946,E37000039,,E10000023,E07000166,E05006278
DL94PU,DL9  4PU,DL9 4PU,54.382497,-1.690493,E37000039,,E10000023,E07000166,E05006278
DL94PW,DL9  4PW,DL9 4PW,54.379797,-1.688973,E37000039,,E10000023,E07000166,E05006278
DL94PX,DL9  4PX,DL9 4PX,54.383392,-1.688946,E37000039,,E10000023,E07000166,E05006278
DL94PY,DL9  4PY,DL9 4PY,54.381590,-1.687420,E37000039,,E10000023,E07000166,E05006278
DL94PZ,DL9  4PZ,DL9 4PZ,54.380688,-1.685887,E37000039,,E10000023,E07000166,E05006278
DL94QA,DL9  4QA,DL9 4QA,54.377097,-1.687454,E37000039,,E10000023,E07000166,E05006278
DL94QB,DL9  4QB,DL9 4QB,54.380692,-1.687427,E37000039,,E10000023,E07000166,E05006278
DL94QD,DL9  4QD,DL9 4QD,54.377097,-1.687454,E37000039,,E10000023,E07000166,E05006278
DL94QE,DL9  4QE,DL9 4QE,54.377097,-1.687454,E37000039,,E10000023,E07000166,E05006278
DL94QF,DL9  4QF,DL9 4QF,54.379569,-1.687589,E37000039,,E10000023,E07000166,E05006278
DL94QG,DL9  4QG,DL9 4QG,54.380380,-1.688692,E37000039,,E10000023,E07000166,E05006278
DL94QH,DL9  4QH,DL9 4QH,54.381324,-1.681879,E37000039,,E10000023,E07000166,E05006278
DL94QJ,DL9  4QJ,DL9 4QJ,54.376399,-1.692124,E37000039,,E10000023,E07000166,E05006278
DL94QL,DL9  4QL,DL9 4QL,54.377670,-1.690252,E37000039,,E10000023,E07000166,E05006278
DL94QN,DL9  4QN,DL9 4QN,54.377003,-1.689348,E37000039,,E10000023,E07000166,E05006278
DL94QP,DL9  4QP,DL9 4QP,54.373682,-1.712787,E37000039,,E10000023,E07000166,E05006295
DL94QQ,DL9  4QQ,DL9 4QQ,54.376533,-1.695325,E37000039,,E10000023,E07000166,E05006278
DL94QR,DL9  4QR,DL9 4QR,54.376800,-1.694153,E37000039,,E10000023,E07000166,E05006278
DL94QS,DL9  4QS,DL9 4QS,54.374413,-1.692093,E37000039,,E10000023,E07000166,E05006278
DL94QT,DL9  4QT,DL9 4QT,54.372676,-1.716735,E37000039,,E10000023,E07000166,E05006295
DL94QU,DL9  4QU,DL9 4QU,54.377109,-1.692073,E37000039,,E10000023,E07000166,E05006278
DL94QW,DL9  4QW,DL9 4QW,54.374747,-1.703713,E37000039,,E10000023,E07000166,E05006278
DL94QX,DL9  4QX,DL9 4QX,54.377929,-1.692243,E37000039,,E10000023,E07000166,E05006278
DL94QY,DL9  4QY,DL9 4QY,54.378086,-1.691265,E37000039,,E10000023,E07000166,E05006278
DL94QZ,DL9  4QZ,DL9 4QZ,54.378397,-1.689630,E37000039,,E10000023,E07000166,E05006278
DL94RA,DL9  4RA,DL9 4RA,54.378818,-1.689011,E37000039,,E10000023,E07000166,E05006278
DL94RB,DL9  4RB,DL9 4RB,54.378775,-1.689843,E37000039,,E10000023,E07000166,E05006278
DL94RD,DL9  4RD,DL9 4RD,54.378708,-1.691706,E37000039,,E10000023,E07000166,E05006278
DL94RE,DL9  4RE,DL9 4RE,54.379458,-1.689961,E37000039,,E10000023,E07000166,E05006278
DL94RF,DL9  4RF,DL9 4RF,54.379462,-1.687166,E37000039,,E10000023,E07000166,E05006278
DL94RG,DL9  4RG,DL9 4RG,54.378215,-1.685306,E37000039,,E10000023,E07000166,E05006278
DL94RH,DL9  4RH,DL9 4RH,54.379807,-1.685786,E37000039,,E10000023,E07000166,E05006278
DL94RJ,DL9  4RJ,DL9 4RJ,54.380480,-1.685412,E37000039,,E10000023,E07000166,E05006278
DL94RL,DL9  4RL,DL9 4RL,54.379974,-1.684261,E37000039,,E10000023,E07000166,E05006278
DL94RN,DL9  4RN,DL9 4RN,54.380439,-1.683472,E37000039,,E10000023,E07000166,E05006278
DL94RP,DL9  4RP,DL9 4RP,54.380229,-1.678963,E37000039,,E10000023,E07000166,E05006283
DL94RQ,DL9  4RQ,DL9 4RQ,54.379526,-1.685126,E37000039,,E10000023,E07000166,E05006278
DL94RR,DL9  4RR,DL9 4RR,54.379923,-1.681983,E37000039,,E10000023,E07000166,E05006278
DL94RS,DL9  4RS,DL9 4RS,54.377460,-1.688228,E37000039,,E10000023,E07000166,E05006278
DL94RT,DL9  4RT,DL9 4RT,54.379412,-1.679077,E37000039,,E10000023,E07000166,E05006283
DL94RU,DL9  4RU,DL9 4RU,54.381554,-1.673564,E37000039,,E10000023,E07000166,E05006283
DL94RW,DL9  4RW,DL9 4RW,54.379112,-1.688316,E37000039,,E10000023,E07000166,E05006278
DL94RX,DL9  4RX,DL9 4RX,54.365479,-1.713706,E37000039,,E10000023,E07000166,E05006295
DL94RY,DL9  4RY,DL9 4RY,54.377206,-1.687337,E37000039,,E10000023,E07000166,E05006278
DL94RZ,DL9  4RZ,DL9 4RZ,54.380057,-1.678287,E37000039,,E10000023,E07000166,E05006283
DL94SA,DL9  4SA,DL9 4SA,54.378114,-1.681304,E37000039,,E10000023,E07000166,E05006283
DL94SB,DL9  4SB,DL9 4SB,54.375181,-1.711961,E37000039,,E10000023,E07000166,E05006295
DL94SD,DL9  4SD,DL9 4SD,54.371740,-1.701348,E37000039,,E10000023,E07000166,E05006278
DL94SE,DL9  4SE,DL9 4SE,54.378570,-1.704886,E37000039,,E10000023,E07000166,E05006278
DL94SF,DL9  4SF,DL9 4SF,54.378579,-1.705117,E37000039,,E10000023,E07000166,E05006278
DL94SG,DL9  4SG,DL9 4SG,54.376346,-1.707026,E37000039,,E10000023,E07000166,E05006278
DL94SH,DL9  4SH,DL9 4SH,54.375167,-1.713931,E37000039,,E10000023,E07000166,E05006295
DL94SJ,DL9  4SJ,DL9 4SJ,54.374888,-1.713718,E37000039,,E10000023,E07000166,E05006295
DL94SL,DL9  4SL,DL9 4SL,54.375679,-1.713650,E37000039,,E10000023,E07000166,E05006295
DL94SN,DL9  4SN,DL9 4SN,54.376284,-1.714955,E37000039,,E10000023,E07000166,E05006295
DL94SP,DL9  4SP,DL9 4SP,54.362247,-1.711312,E37000039,,E10000023,E07000166,E05006295
DL94SQ,DL9  4SQ,DL9 4SQ,54.374818,-1.714442,E37000039,,E10000023,E07000166,E05006295
DL94SR,DL9  4SR,DL9 4SR,54.362746,-1.713448,E37000039,,E10000023,E07000166,E05006295
DL94SS,DL9  4SS,DL9 4SS,54.376860,-1.685539,E37000039,,E10000023,E07000166,E05006278
DL94ST,DL9  4ST,DL9 4ST,54.374902,-1.715826,E37000039,,E10000023,E07000166,E05006295
DL94SU,DL9  4SU,DL9 4SU,54.376227,-1.717280,E37000039,,E10000023,E07000166,E05006295
DL94SW,DL9  4SW,DL9 4SW,54.375384,-1.714268,E37000039,,E10000023,E07000166,E05006295
DL94SX,DL9  4SX,DL9 4SX,54.375596,-1.716638,E37000039,,E10000023,E07000166,E05006295
DL94SY,DL9  4SY,DL9 4SY,54.374878,-1.717058,E37000039,,E10000023,E07000166,E05006295
DL94SZ,DL9  4SZ,DL9 4SZ,54.376162,-1.716295,E37000039,,E10000023,E07000166,E05006295
DL94TA,DL9  4TA,DL9 4TA,54.376023,-1.710754,E37000039,,E10000023,E07000166,E05006295
DL94TB,DL9  4TB,DL9 4TB,54.375440,-1.711420,E37000039,,E10000023,E07000166,E05006295
DL94TD,DL9  4TD,DL9 4TD,54.376151,-1.711923,E37000039,,E10000023,E07000166,E05006295
DL94TE,DL9  4TE,DL9 4TE,54.375595,-1.712204,E37000039,,E10000023,E07000166,E05006295
DL94TF,DL9  4TF,DL9 4TF,54.380505,-1.688229,E37000039,,E10000023,E07000166,E05006278
DL94TG,DL9  4TG,DL9 4TG,54.381038,-1.688432,E37000039,,E10000023,E07000166,E05006278
DL94TH,DL9  4TH,DL9 4TH,54.382895,-1.687888,E37000039,,E10000023,E07000166,E05006278
DL94TJ,DL9  4TJ,DL9 4TJ,54.381967,-1.687156,E37000039,,E10000023,E07000166,E05006278
DL94TL,DL9  4TL,DL9 4TL,54.381831,-1.686725,E37000039,,E10000023,E07000166,E05006278
DL94TN,DL9  4TN,DL9 4TN,54.381481,-1.686728,E37000039,,E10000023,E07000166,E05006278
DL94TP,DL9  4TP,DL9 4TP,54.380815,-1.686456,E37000039,,E10000023,E07000166,E05006278
DL94TQ,DL9  4TQ,DL9 4TQ,54.381254,-1.688569,E37000039,,E10000023,E07000166,E05006278
DL94TR,DL9  4TR,DL9 4TR,54.380384,-1.686506,E37000039,,E10000023,E07000166,E05006278
DL94TS,DL9  4TS,DL9 4TS,54.380142,-1.686754,E37000039,,E10000023,E07000166,E05006278
DL94TT,DL9  4TT,DL9 4TT,54.383630,-1.687405,E37000039,,E10000023,E07000166,E05006278
DL94TU,DL9  4TU,DL9 4TU,54.383286,-1.686345,E37000039,,E10000023,E07000166,E05006278
DL94TW,DL9  4TW,DL9 4TW,54.381139,-1.686654,E37000039,,E10000023,E07000166,E05006278
DL94TX,DL9  4TX,DL9 4TX,54.383447,-1.685928,E37000039,,E10000023,E07000166,E05006278
DL94TY,DL9  4TY,DL9 4TY,54.382935,-1.686055,E37000039,,E10000023,E07000166,E05006278
DL94TZ,DL9  4TZ,DL9 4TZ,54.382477,-1.686012,E37000039,,E10000023,E07000166,E05006278
DL94UA,DL9  4UA,DL9 4UA,54.382645,-1.685041,E37000039,,E10000023,E07000166,E05006278
DL94UB,DL9  4UB,DL9 4UB,54.382725,-1.684686,E37000039,,E10000023,E07000166,E05006278
DL94UD,DL9  4UD,DL9 4UD,54.382652,-1.683770,E37000039,,E10000023,E07000166,E05006278
DL94UE,DL9  4UE,DL9 4UE,54.382640,-1.683286,E37000039,,E10000023,E07000166,E05006278
DL94UF,DL9  4UF,DL9 4UF,54.382384,-1.684812,E37000039,,E10000023,E07000166,E05006278
DL94UG,DL9  4UG,DL9 4UG,54.381558,-1.685265,E37000039,,E10000023,E07000166,E05006278
DL94UH,DL9  4UH,DL9 4UH,54.381555,-1.684110,E37000039,,E10000023,E07000166,E05006278
DL94UJ,DL9  4UJ,DL9 4UJ,54.381914,-1.683846,E37000039,,E10000023,E07000166,E05006278
DL94UL,DL9  4UL,DL9 4UL,54.382073,-1.683075,E37000039,,E10000023,E07000166,E05006278
DL94UN,DL9  4UN,DL9 4UN,54.381328,-1.683096,E37000039,,E10000023,E07000166,E05006278
DL94UP,DL9  4UP,DL9 4UP,54.382333,-1.689570,E37000039,,E10000023,E07000166,E05006278
DL94UQ,DL9  4UQ,DL9 4UQ,54.381674,-1.684848,E37000039,,E10000023,E07000166,E05006278
DL94UR,DL9  4UR,DL9 4UR,54.383294,-1.689455,E37000039,,E10000023,E07000166,E05006278
DL94US,DL9  4US,DL9 4US,54.381101,-1.685838,E37000039,,E10000023,E07000166,E05006278
DL94UT,DL9  4UT,DL9 4UT,54.382937,-1.686979,E37000039,,E10000023,E07000166,E05006278
DL94UU,DL9  4UU,DL9 4UU,54.381791,-1.688512,E37000039,,E10000023,E07000166,E05006278
DL94UW,DL9  4UW,DL9 4UW,54.381340,-1.684312,E37000039,,E10000023,E07000166,E05006278
DL94UX,DL9  4UX,DL9 4UX,54.382349,-1.688892,E37000039,,E10000023,E07000166,E05006278
DL94UY,DL9  4UY,DL9 4UY,54.382908,-1.689335,E37000039,,E10000023,E07000166,E05006278
DL94UZ,DL9  4UZ,DL9 4UZ,54.382672,-1.688505,E37000039,,E10000023,E07000166,E05006278
DL94WA,DL9  4WA,DL9 4WA,54.376194,-1.685251,E37000039,,E10000023,E07000166,E05006278
DL94WB,DL9  4WB,DL9 4WB,54.376198,-1.687476,E37000039,,E10000023,E07000166,E05006278
DL94WD,DL9  4WD,DL9 4WD,54.377409,-1.685919,E37000039,,E10000023,E07000166,E05006278
DL94WE,DL9  4WE,DL9 4WE,54.379709,-1.681945,E37000039,,E10000023,E07000166,E05006278
DL94WF,DL9  4WF,DL9 4WF,54.380330,-1.682310,E37000039,,E10000023,E07000166,E05006278
DL94WG,DL9  4WG,DL9 4WG,54.380175,-1.681772,E37000039,,E10000023,E07000166,E05006278
DL94WS,DL9  4WS,DL9 4WS,54.410459,-1.745748,E37000039,,E10000023,E07000166,E05006294
DL94WT,DL9  4WT,DL9 4WT,54.410459,-1.745748,E37000039,,E10000023,E07000166,E05006294
DL94WU,DL9  4WU,DL9 4WU,54.410459,-1.745748,E37000039,,E10000023,E07000166,E05006294
DL94WW,DL9  4WW,DL9 4WW,54.410459,-1.745748,E37000039,,E10000023,E07000166,E05006294
DL94WX,DL9  4WX,DL9 4WX,54.410459,-1.745748,E37000039,,E10000023,E07000166,E05006294
DL94WY,DL9  4WY,DL9 4WY,54.382672,-1.688505,E37000039,,E10000023,E07000166,E05006278
DL94WZ,DL9  4WZ,DL9 4WZ,54.382672,-1.688505,E37000039,,E10000023,E07000166,E05006278
DL94XA,DL9  4XA,DL9 4XA,54.380959,-1.679619,E37000039,,E10000023,E07000166,E05006283
DL94XB,DL9  4XB,DL9 4XB,54.379315,-1.679817,E37000039,,E10000023,E07000166,E05006283
DL94XD,DL9  4XD,DL9 4XD,54.377971,-1.680712,E37000039,,E10000023,E07000166,E05006283
DL94XE,DL9  4XE,DL9 4XE,54.377240,-1.680233,E37000039,,E10000023,E07000166,E05006283
DL94XG,DL9  4XG,DL9 4XG,54.382557,-1.678852,E37000039,,E10000023,E07000166,E05006283
DL94XH,DL9  4XH,DL9 4XH,54.382035,-1.678733,E37000039,,E10000023,E07000166,E05006283
DL94XJ,DL9  4XJ,DL9 4XJ,54.382311,-1.677607,E37000039,,E10000023,E07000166,E05006283
DL94XL,DL9  4XL,DL9 4XL,54.381593,-1.678028,E37000039,,E10000023,E07000166,E05006283
DL94XN,DL9  4XN,DL9 4XN,54.382553,-1.681023,E37000039,,E10000023,E07000166,E05006283
DL94XP,DL9  4XP,DL9 4XP,54.383583,-1.679537,E37000039,,E10000023,E07000166,E05006283
DL94XQ,DL9  4XQ,DL9 4XQ,54.382495,-1.679268,E37000039,,E10000023,E07000166,E05006283
DL94XR,DL9  4XR,DL9 4XR,54.383642,-1.677935,E37000039,,E10000023,E07000166,E05006283
DL94XS,DL9  4XS,DL9 4XS,54.383258,-1.679047,E37000039,,E10000023,E07000166,E05006283
DL94XT,DL9  4XT,DL9 4XT,54.383370,-1.680509,E37000039,,E10000023,E07000166,E05006283
